Longitude,Latitude,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2008,2009,2010,2011
61.461,36.48,5.0,13.0,11.0,9.0,11.0,13.0,11.0,12.0,13.0,16.0,14.0,15.0,13.0,14.0,13.0,16.0,6.0,8.0,14.0,8.0,6.0
58.883,40.438,5.0,23.0,22.0,18.0,22.0,17.0,24.0,25.0,20.0,25.0,27.0,31.0,25.0,28.0,25.0,21.0,13.0,15.0,22.0,23.0,9.0
61.477,36.433,4.0,13.0,12.0,9.0,12.0,14.0,11.0,12.0,13.0,17.0,12.0,15.0,15.0,15.0,13.0,15.0,6.0,8.0,14.0,9.0,6.0
61.576,36.418,4.0,13.0,12.0,9.0,12.0,13.0,12.0,11.0,13.0,17.0,13.0,14.0,15.0,16.0,14.0,13.0,6.0,8.0,15.0,9.0,6.0
61.414,36.456,4.0,13.0,11.0,9.0,12.0,13.0,12.0,12.0,12.0,17.0,13.0,14.0,13.0,15.0,14.0,16.0,6.0,8.0,14.0,8.0,6.0
61.275,40.781,3.0,11.0,8.0,11.0,10.0,11.0,9.0,12.0,19.0,15.0,15.0,13.0,16.0,10.0,11.0,9.0,6.0,8.0,12.0,8.0,5.0
61.663,36.522,4.0,13.0,10.0,9.0,12.0,15.0,12.0,10.0,13.0,16.0,14.0,12.0,13.0,14.0,13.0,14.0,6.0,8.0,14.0,7.0,5.0
61.555,36.5,3.0,13.0,12.0,9.0,12.0,13.0,10.0,11.0,13.0,16.0,14.0,15.0,13.0,16.0,14.0,13.0,6.0,8.0,14.0,7.0,6.0
61.557,36.411,4.0,13.0,12.0,9.0,12.0,13.0,12.0,10.0,13.0,17.0,13.0,14.0,15.0,16.0,14.0,14.0,6.0,8.0,14.0,8.0,6.0
62.281,40.781,3.0,23.0,23.0,9.0,20.0,19.0,8.0,18.0,10.0,14.0,28.0,28.0,27.0,18.0,22.0,18.0,7.0,13.0,25.0,16.0,13.0
54.417,38.612,2.0,10.0,8.0,10.0,7.0,8.0,8.0,7.0,9.0,7.0,6.0,10.0,9.0,10.0,9.0,8.0,4.0,5.0,7.0,8.0,8.0
53.641,39.496,12.0,26.0,17.0,19.0,18.0,19.0,17.0,13.0,10.0,18.0,7.0,22.0,20.0,20.0,22.0,14.0,4.0,15.0,28.0,23.0,16.0
61.538,36.574,4.0,13.0,12.0,9.0,12.0,15.0,11.0,11.0,13.0,16.0,13.0,10.0,14.0,16.0,14.0,14.0,6.0,8.0,14.0,7.0,6.0
61.3,40.81,3.0,10.0,8.0,10.0,11.0,12.0,8.0,11.0,17.0,15.0,14.0,12.0,17.0,10.0,11.0,9.0,6.0,7.0,12.0,8.0,6.0
61.621,40.293,5.0,24.0,16.0,17.0,22.0,23.0,16.0,18.0,27.0,23.0,23.0,29.0,28.0,25.0,24.0,19.0,11.0,13.0,28.0,20.0,13.0
61.461,36.475,4.0,13.0,10.0,9.0,12.0,13.0,11.0,12.0,13.0,17.0,14.0,15.0,13.0,14.0,13.0,16.0,6.0,8.0,14.0,8.0,6.0
58.951,40.492,6.0,22.0,22.0,18.0,18.0,19.0,23.0,25.0,20.0,26.0,31.0,28.0,25.0,31.0,26.0,25.0,13.0,15.0,22.0,23.0,10.0
53.927,37.717,2.0,7.0,5.0,9.0,8.0,9.0,10.0,7.0,6.0,7.0,7.0,16.0,11.0,13.0,11.0,9.0,4.0,6.0,11.0,7.0,7.0
61.673,36.512,5.0,12.0,10.0,9.0,12.0,15.0,12.0,12.0,13.0,16.0,13.0,13.0,13.0,14.0,13.0,14.0,6.0,8.0,14.0,7.0,6.0
61.28,40.79,3.0,11.0,8.0,11.0,10.0,12.0,8.0,11.0,19.0,15.0,15.0,12.0,16.0,10.0,11.0,9.0,6.0,7.0,12.0,8.0,5.0
61.3,40.791,3.0,11.0,9.0,11.0,11.0,12.0,8.0,12.0,18.0,15.0,15.0,12.0,17.0,10.0,11.0,9.0,6.0,7.0,12.0,8.0,6.0
58.17,40.248,4.0,7.0,10.0,9.0,7.0,11.0,10.0,11.0,7.0,11.0,10.0,14.0,10.0,11.0,8.0,7.0,5.0,8.0,11.0,8.0,4.0
54.179,37.961,2.0,6.0,3.0,8.0,8.0,8.0,6.0,6.0,7.0,6.0,7.0,14.0,9.0,10.0,8.0,10.0,5.0,5.0,9.0,8.0,7.0
54.621,38.3,4.0,7.0,7.0,12.0,9.0,8.0,7.0,5.0,9.0,9.0,8.0,13.0,8.0,10.0,10.0,10.0,6.0,6.0,10.0,9.0,9.0
61.408,36.397,3.0,13.0,11.0,7.0,12.0,13.0,10.0,12.0,12.0,16.0,11.0,13.0,15.0,15.0,14.0,15.0,6.0,8.0,14.0,9.0,6.0
61.315,39.967,4.0,11.0,8.0,10.0,10.0,12.0,9.0,11.0,19.0,14.0,13.0,14.0,15.0,14.0,11.0,9.0,10.0,9.0,14.0,12.0,7.0
54.198,38.558,5.0,11.0,8.0,13.0,8.0,9.0,9.0,12.0,12.0,9.0,10.0,12.0,13.0,12.0,10.0,6.0,3.0,5.0,8.0,10.0,8.0
61.555,36.51,3.0,13.0,12.0,9.0,12.0,13.0,10.0,12.0,13.0,16.0,14.0,14.0,14.0,16.0,14.0,13.0,6.0,8.0,14.0,8.0,6.0
61.305,40.791,3.0,11.0,9.0,11.0,11.0,12.0,8.0,12.0,18.0,15.0,15.0,13.0,17.0,10.0,11.0,9.0,6.0,7.0,12.0,8.0,6.0
61.0,37.346,9.0,22.0,21.0,20.0,22.0,23.0,20.0,26.0,25.0,26.0,28.0,25.0,30.0,30.0,29.0,24.0,14.0,19.0,28.0,18.0,14.0
54.044,39.101,5.0,17.0,8.0,10.0,8.0,13.0,9.0,16.0,6.0,7.0,14.0,23.0,21.0,14.0,10.0,9.0,6.0,5.0,23.0,15.0,13.0
62.5,38.721,9.0,10.0,12.0,9.0,10.0,14.0,14.0,9.0,9.0,17.0,17.0,9.0,14.0,19.0,14.0,14.0,10.0,11.0,14.0,8.0,8.0
62.5,37.798,8.0,23.0,25.0,17.0,24.0,27.0,23.0,24.0,21.0,26.0,34.0,25.0,25.0,34.0,29.0,28.0,11.0,18.0,25.0,22.0,14.0
53.928,39.343,9.0,14.0,12.0,11.0,12.0,16.0,14.0,11.0,17.0,14.0,14.0,21.0,19.0,14.0,13.0,17.0,6.0,10.0,19.0,14.0,13.0
54.451,37.663,3.0,6.0,5.0,8.0,5.0,9.0,7.0,6.0,9.0,10.0,8.0,14.0,8.0,11.0,10.0,8.0,7.0,6.0,8.0,8.0,7.0
63.451,37.88,5.0,10.0,11.0,7.0,14.0,12.0,12.0,13.0,14.0,10.0,13.0,11.0,14.0,14.0,14.0,12.0,5.0,8.0,12.0,12.0,5.0
53.835,39.396,10.0,17.0,15.0,13.0,13.0,16.0,14.0,16.0,18.0,14.0,16.0,18.0,22.0,25.0,15.0,14.0,8.0,10.0,22.0,15.0,13.0
